timestamp_utc,user,src_ip,country,device,auth_type,success,is_injected_anomaly,anomaly_type,hour,dayofweek,is_internal_ip,home_country,is_home_country,ts_unix,recent_events_30m,recent_failures_30m,device_bucket,auth_bucket,country_bucket,anomaly_score,risk_score,is_flagged_anomaly,is_impossible_travel
2026-02-18 13:36:55.452105+00:00,user01,10.35.92.63,AU,Android,Password,1,1,new_country_fail,13,2,1,AU,1,1771421815,0.0,0.0,9,5,13,0.09807891483009823,-0.09807891483009823,0,0
2026-02-18 14:30:00.831206+00:00,user01,10.153.138.234,IN,Windows,MFA,1,0,,14,2,1,AU,0,1771425000,0.0,0.0,12,0,3,-0.05357636707529523,0.05357636707529523,0,0
2026-02-18 15:25:36.568229+00:00,user01,23.113.238.205,AU,Windows,MFA,1,0,,15,2,0,AU,1,1771428336,0.0,0.0,12,0,13,0.03173226837927923,-0.03173226837927923,0,0
2026-02-18 17:06:40.209621+00:00,user01,10.190.224.191,AU,Windows,SSO,1,0,,17,2,1,AU,1,1771434400,0.0,0.0,12,2,13,0.10848181489256131,-0.10848181489256131,0,0
2026-02-18 17:42:31.349953+00:00,user01,10.41.151.196,AU,Windows,Password,1,0,,17,2,1,AU,1,1771436551,0.0,0.0,12,5,13,0.11118532884584681,-0.11118532884584681,0,0
2026-02-18 19:39:47.048848+00:00,user01,10.27.162.218,AU,Windows,Password,1,0,,19,2,1,AU,1,1771443587,0.0,0.0,12,5,13,0.10110140673345597,-0.10110140673345597,0,0
2026-02-18 19:45:23.696980+00:00,user01,10.53.228.225,AU,Mac,SSO,1,0,,19,2,1,AU,1,1771443923,1.0,0.0,13,2,13,0.07382858522838387,-0.07382858522838387,0,0
2026-02-18 22:52:47.424318+00:00,user01,10.39.254.114,AU,Windows,Password,1,0,,22,2,1,AU,1,1771455167,0.0,0.0,12,5,13,0.08404167949192709,-0.08404167949192709,0,0
2026-02-19 01:07:35.688694+00:00,user01,10.62.151.116,AU,Windows,Password,1,0,,1,3,1,AU,1,1771463255,0.0,0.0,12,5,13,0.06730350523213163,-0.06730350523213163,0,0
2026-02-19 04:59:16.337283+00:00,user01,10.123.53.6,AU,Windows,MFA,1,0,,4,3,1,AU,1,1771477156,0.0,0.0,12,0,13,0.08385969154946504,-0.08385969154946504,0,0
2026-02-19 04:59:38.385355+00:00,user01,10.2.50.195,AU,Windows,SSO,1,0,,4,3,1,AU,1,1771477178,1.0,0.0,12,2,13,0.07952561731337776,-0.07952561731337776,0,0
2026-02-19 07:33:12.207148+00:00,user01,10.27.141.129,AU,Windows,Password,1,0,,7,3,1,AU,1,1771486392,0.0,0.0,12,5,13,0.10857555119940487,-0.10857555119940487,0,0
2026-02-19 09:10:49.430289+00:00,user01,10.226.128.49,AU,Windows,SSO,1,0,,9,3,1,AU,1,1771492249,0.0,0.0,12,2,13,0.109715120171064,-0.109715120171064,0,0
2026-02-19 10:12:30.394652+00:00,user01,10.4.159.235,AU,Windows,MFA,1,0,,10,3,1,AU,1,1771495950,0.0,0.0,12,0,13,0.11379460468764446,-0.11379460468764446,0,0
2026-02-19 10:39:44.002430+00:00,user01,10.212.37.32,AU,Linux,SSO,1,1,new_country_fail,10,3,1,AU,1,1771497584,1.0,0.0,1,2,13,0.011080443673507412,-0.011080443673507412,0,0
2026-02-19 11:42:05.215882+00:00,user01,10.80.95.135,AU,Windows,Password,1,0,,11,3,1,AU,1,1771501325,0.0,0.0,12,5,13,0.11731278319154276,-0.11731278319154276,0,0
2026-02-19 12:03:05.957795+00:00,user01,10.110.97.194,AU,Windows,Password,1,0,,12,3,1,AU,1,1771502585,1.0,0.0,12,5,13,0.11438284513622704,-0.11438284513622704,0,0
2026-02-19 12:08:36.832776+00:00,user01,10.50.27.206,AU,Windows,MFA,1,0,,12,3,1,AU,1,1771502916,2.0,0.0,12,0,13,0.08865850147464188,-0.08865850147464188,0,0
2026-02-19 12:53:32.837168+00:00,user01,10.127.194.118,AU,Android,Password,1,0,,12,3,1,AU,1,1771505612,0.0,0.0,9,5,13,0.09884320439095035,-0.09884320439095035,0,0
2026-02-19 13:03:35.743575+00:00,user01,10.83.247.239,AU,Windows,MFA,1,0,,13,3,1,AU,1,1771506215,1.0,0.0,12,0,13,0.11278808770268217,-0.11278808770268217,0,0
2026-02-19 14:13:08.661466+00:00,user01,173.196.135.199,AU,Android,MFA,1,0,,14,3,0,AU,1,1771510388,0.0,0.0,9,0,13,0.02039084830619209,-0.02039084830619209,0,0
2026-02-19 14:17:25.183208+00:00,user01,10.236.253.158,AU,Android,SSO,1,0,,14,3,1,AU,1,1771510645,1.0,0.0,9,2,13,0.0929109384687582,-0.0929109384687582,0,0
2026-02-19 14:46:39.470106+00:00,user01,10.169.188.62,AU,Mac,Password,0,0,,14,3,1,AU,1,1771512399,1.0,0.0,13,5,13,-0.006252705321561081,0.006252705321561081,0,0
2026-02-19 14:47:34.906032+00:00,user01,10.62.254.13,JP,Windows,MFA,1,0,,14,3,1,AU,0,1771512454,1.0,1.0,12,0,15,-0.10557532000845093,0.10557532000845093,0,1
2026-02-19 15:15:32.977562+00:00,user01,10.123.96.104,AU,Windows,MFA,0,0,,15,3,1,AU,1,1771514132,2.0,1.0,12,0,13,-0.07234629526686653,0.07234629526686653,0,0
2026-02-19 15:32:41.203314+00:00,user01,10.230.74.47,AU,Mac,MFA,1,0,,15,3,1,AU,1,1771515161,1.0,1.0,13,0,13,-0.005818813860272054,0.005818813860272054,0,0
2026-02-19 15:33:26.522636+00:00,user01,10.216.254.130,AU,Mac,Password,1,0,,15,3,1,AU,1,1771515206,2.0,1.0,13,5,13,-0.006654486506765367,0.006654486506765367,0,0
